Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
7,10/8/2012,"$675,926.30 ",0,63.41,3.509,198.0795651,7.872
7,17-08-2012,"$642,450.40 ",0,59.66,3.545,198.1001057,7.872
7,24-08-2012,"$609,099.37 ",0,59.27,3.558,198.0984199,7.872
7,31-08-2012,"$586,467.16 ",0,60.46,3.556,198.0967341,7.872
7,7/9/2012,"$597,876.55 ",1,57.84,3.596,198.0950484,7.872
7,14-09-2012,"$541,120.20 ",0,53.66,3.659,198.1267184,7.872
7,21-09-2012,"$530,842.25 ",0,51.77,3.765,198.358523,7.872
7,28-09-2012,"$525,545.76 ",0,50.64,3.789,198.5903276,7.872
7,5/10/2012,"$505,830.56 ",0,48.43,3.779,198.8221322,7.557
7,12/10/2012,"$503,463.93 ",0,41.43,3.76,199.0539368,7.557
7,19-10-2012,"$516,424.83 ",0,43.01,3.75,199.1481963,7.557
7,26-10-2012,"$495,543.28 ",0,42.53,3.686,199.2195317,7.557
8,5/2/2010,"$1,004,137.09 ",0,34.14,2.572,214.4714512,6.299
8,12/2/2010,"$994,801.40 ",1,33.34,2.548,214.6214189,6.299
8,19-02-2010,"$963,960.37 ",0,39.1,2.514,214.6664878,6.299
8,26-02-2010,"$847,592.11 ",0,37.91,2.561,214.6940735,6.299
8,5/3/2010,"$881,503.95 ",0,45.64,2.625,214.7216592,6.299
8,12/3/2010,"$860,336.16 ",0,49.76,2.667,214.7492449,6.299
8,19-03-2010,"$839,911.00 ",0,47.26,2.72,214.5764954,6.299
8,26-03-2010,"$772,539.12 ",0,46.51,2.732,214.3703567,6.299
8,2/4/2010,"$914,500.91 ",0,60.18,2.719,214.164218,6.29
8,9/4/2010,"$916,033.92 ",0,59.25,2.77,213.9580793,6.29
8,16-04-2010,"$882,917.12 ",0,62.66,2.808,213.8186357,6.29
8,23-04-2010,"$850,440.26 ",0,56.1,2.795,213.768119,6.29
8,30-04-2010,"$778,672.64 ",0,61.01,2.78,213.7176024,6.29
8,7/5/2010,"$916,820.96 ",0,62.68,2.835,213.6670857,6.29
8,14-05-2010,"$873,337.84 ",0,61.35,2.854,213.6655355,6.29
8,21-05-2010,"$818,333.21 ",0,66.03,2.826,213.9577839,6.29
8,28-05-2010,"$868,041.56 ",0,74.71,2.759,214.2500323,6.29
8,4/6/2010,"$958,225.41 ",0,75.71,2.705,214.5422806,6.29
8,11/6/2010,"$914,835.86 ",0,82.21,2.668,214.834529,6.29
8,18-06-2010,"$869,922.56 ",0,78.79,2.637,214.8324452,6.29
8,25-06-2010,"$814,919.11 ",0,81.78,2.653,214.7126286,6.29
8,2/7/2010,"$852,333.75 ",0,74.78,2.669,214.5928119,6.315
8,9/7/2010,"$845,289.77 ",0,72.49,2.642,214.4729952,6.315
8,16-07-2010,"$848,630.57 ",0,77.49,2.623,214.4640599,6.315
8,23-07-2010,"$785,515.88 ",0,78.29,2.608,214.6029664,6.315
8,30-07-2010,"$787,295.09 ",0,76.02,2.64,214.7418728,6.315
8,6/8/2010,"$893,399.77 ",0,80.37,2.627,214.8807793,6.315
8,13-08-2010,"$867,919.21 ",0,80.11,2.692,215.0196857,6.315
8,20-08-2010,"$870,676.44 ",0,79.36,2.664,214.9779825,6.315
8,27-08-2010,"$888,816.78 ",0,74.92,2.619,214.9362793,6.315
8,3/9/2010,"$899,036.47 ",0,76.14,2.577,214.894576,6.315
8,10/9/2010,"$831,425.20 ",1,74.34,2.565,214.8528728,6.315
8,17-09-2010,"$836,707.85 ",0,75.32,2.582,214.8785562,6.315
8,24-09-2010,"$773,725.08 ",0,72.21,2.624,214.9547795,6.315
8,1/10/2010,"$804,105.49 ",0,68.7,2.603,215.0310029,6.433
8,8/10/2010,"$870,349.86 ",0,62.94,2.633,215.1072262,6.433
8,15-10-2010,"$826,546.96 ",0,62.59,2.72,215.1757,6.433
8,22-10-2010,"$836,419.14 ",0,62.86,2.725,215.2248,6.433
8,29-10-2010,"$830,756.76 ",0,57.93,2.716,215.2739,6.433
8,5/11/2010,"$927,266.34 ",0,55.76,2.689,215.323,6.433
8,12/11/2010,"$911,538.98 ",0,54.89,2.728,215.3721,6.433
8,19-11-2010,"$885,608.04 ",0,43.86,2.771,215.2538714,6.433
8,26-11-2010,"$1,261,693.16 ",1,51.07,2.735,215.1077548,6.433
8,3/12/2010,"$952,766.93 ",0,42.85,2.708,214.9616381,6.433
8,10/12/2010,"$1,069,061.63 ",0,42.47,2.843,214.8155214,6.433
8,17-12-2010,"$1,220,579.55 ",0,45.03,2.869,214.7510843,6.433
8,24-12-2010,"$1,511,641.09 ",0,45.67,2.886,214.7479069,6.433
8,31-12-2010,"$773,586.49 ",1,41.47,2.943,214.7447295,6.433
8,7/1/2011,"$873,065.23 ",0,35.77,2.976,214.7415521,6.262
8,14-01-2011,"$809,646.66 ",0,31.62,2.983,214.7930991,6.262
8,21-01-2011,"$822,668.23 ",0,42.06,3.016,215.1729926,6.262
8,28-01-2011,"$782,256.66 ",0,39.26,3.01,215.5528862,6.262
8,4/2/2011,"$944,594.78 ",0,24.48,2.989,215.9327797,6.262
8,11/2/2011,"$996,147.39 ",1,28.26,3.022,216.3126733,6.262
8,18-02-2011,"$1,065,108.64 ",0,50.64,3.045,216.6310383,6.262
8,25-02-2011,"$917,317.15 ",0,51.29,3.065,216.9247918,6.262
8,4/3/2011,"$935,266.43 ",0,53.18,3.288,217.2185454,6.262
8,11/3/2011,"$900,387.29 ",0,49.14,3.459,217.512299,6.262
8,18-03-2011,"$898,289.14 ",0,56.68,3.488,217.7705442,6.262
8,25-03-2011,"$827,968.36 ",0,59.74,3.473,218.0145862,6.262
8,1/4/2011,"$878,762.30 ",0,49.86,3.524,218.2586281,6.297
8,8/4/2011,"$949,825.83 ",0,65.62,3.622,218.50267,6.297
8,15-04-2011,"$908,278.74 ",0,63.55,3.743,218.7262524,6.297
8,22-04-2011,"$937,473.13 ",0,65.11,3.807,218.8986857,6.297
8,29-04-2011,"$855,014.77 ",0,62.29,3.81,219.071119,6.297
8,6/5/2011,"$941,457.34 ",0,58.92,3.906,219.2435524,6.297
8,13-05-2011,"$895,763.41 ",0,72.96,3.899,219.4159857,6.297
8,20-05-2011,"$836,049.89 ",0,65.54,3.907,219.1746922,6.297
8,27-05-2011,"$857,939.41 ",0,73.14,3.786,218.9333986,6.297
8,3/6/2011,"$929,222.16 ",0,82.05,3.699,218.6921051,6.297
8,10/6/2011,"$897,309.41 ",0,82.21,3.648,218.4508115,6.297
8,17-06-2011,"$922,048.41 ",0,84.73,3.637,218.4021448,6.297
8,24-06-2011,"$864,881.24 ",0,83.94,3.594,218.4979481,6.297
8,1/7/2011,"$883,683.35 ",0,87.26,3.524,218.5937514,6.425
8,8/7/2011,"$861,965.12 ",0,83.57,3.48,218.6895548,6.425
8,15-07-2011,"$849,925.37 ",0,84.26,3.575,218.7746217,6.425
8,22-07-2011,"$829,902.42 ",0,85.46,3.651,218.8328475,6.425
8,29-07-2011,"$807,082.19 ",0,86.46,3.682,218.8910733,6.425
8,5/8/2011,"$892,393.77 ",0,85.15,3.684,218.9492991,6.425
8,12/8/2011,"$856,796.10 ",0,86.05,3.638,219.0075249,6.425
8,19-08-2011,"$895,066.50 ",0,82.92,3.554,219.0701968,6.425
8,26-08-2011,"$912,542.82 ",0,84.69,3.523,219.1336097,6.425
8,2/9/2011,"$891,387.14 ",0,84.77,3.533,219.1970226,6.425
8,9/9/2011,"$848,358.09 ",1,69.01,3.546,219.2604355,6.425
8,16-09-2011,"$870,971.82 ",0,69.09,3.526,219.4442443,6.425
8,23-09-2011,"$806,444.29 ",0,68.72,3.467,219.788581,6.425
8,30-09-2011,"$809,049.37 ",0,72.2,3.355,220.1329176,6.425
8,7/10/2011,"$929,976.55 ",0,67.61,3.285,220.4772543,6.123
8,14-10-2011,"$863,188.26 ",0,61.74,3.274,220.7960935,6.123
8,21-10-2011,"$905,984.49 ",0,59.97,3.353,220.9619484,6.123
8,28-10-2011,"$876,712.31 ",0,56.86,3.372,221.1278032,6.123
8,4/11/2011,"$947,815.05 ",0,49.68,3.332,221.2936581,6.123
8,11/11/2011,"$917,088.48 ",0,50.56,3.297,221.4595129,6.123
8,18-11-2011,"$897,032.19 ",0,51.72,3.308,221.6911738,6.123
8,25-11-2011,"$1,235,163.86 ",1,49.61,3.236,221.9491571,6.123
8,2/12/2011,"$986,601.46 ",0,40.82,3.172,222.2071405,6.123
8,9/12/2011,"$1,051,922.95 ",0,30.51,3.158,222.4651238,6.123
8,16-12-2011,"$1,118,163.94 ",0,39.79,3.159,222.6910959,6.123
8,23-12-2011,"$1,462,254.05 ",0,38.16,3.112,222.8743862,6.123
8,30-12-2011,"$858,572.22 ",1,36.33,3.129,223.0576765,6.123
8,6/1/2012,"$872,113.23 ",0,43.47,3.157,223.2409668,5.825
8,13-01-2012,"$817,661.76 ",0,36.46,3.261,223.4242571,5.825
8,20-01-2012,"$813,954.82 ",0,46.81,3.268,223.5188055,5.825
8,27-01-2012,"$778,178.53 ",0,45.52,3.29,223.6133539,5.825
8,3/2/2012,"$927,610.69 ",0,45.56,3.36,223.7079023,5.825
8,10/2/2012,"$1,021,400.42 ",1,35.71,3.409,223.8024507,5.825
8,17-02-2012,"$1,096,232.89 ",0,37.51,3.51,223.9658621,5.825
8,24-02-2012,"$928,537.54 ",0,46.33,3.555,224.1809207,5.825
8,2/3/2012,"$952,264.91 ",0,50.95,3.63,224.3959793,5.825
8,9/3/2012,"$960,115.56 ",0,49.59,3.669,224.6110379,5.825
8,16-03-2012,"$921,178.39 ",0,56.63,3.734,224.7657327,5.825
8,23-03-2012,"$874,223.25 ",0,52.9,3.787,224.8399424,5.825
8,30-03-2012,"$905,935.29 ",0,66.69,3.845,224.9141521,5.825
8,6/4/2012,"$1,046,816.59 ",0,62.18,3.891,224.9883618,5.679
8,13-04-2012,"$909,989.45 ",0,65.19,3.891,225.0625714,5.679
8,20-04-2012,"$872,288.46 ",0,63.59,3.877,225.1179914,5.679
8,27-04-2012,"$879,448.25 ",0,70.34,3.814,225.1734114,5.679
8,4/5/2012,"$937,232.09 ",0,73.96,3.749,225.2288314,5.679
8,11/5/2012,"$920,128.89 ",0,64.96,3.688,225.2842514,5.679
8,18-05-2012,"$913,922.01 ",0,64.16,3.63,225.3002908,5.679
8,25-05-2012,"$895,157.44 ",0,76.11,3.561,225.3005779,5.679
8,1/6/2012,"$921,161.20 ",0,78.31,3.501,225.300865,5.679
8,8/6/2012,"$928,820.00 ",0,74.28,3.452,225.3011521,5.679
8,15-06-2012,"$916,918.70 ",0,77.14,3.393,225.3134743,5.679
8,22-06-2012,"$899,449.65 ",0,78.85,3.346,225.3558843,5.679
8,29-06-2012,"$878,298.22 ",0,84.47,3.286,225.3982943,5.679
8,6/7/2012,"$936,205.50 ",0,81.24,3.227,225.4407043,5.401
8,13-07-2012,"$890,488.01 ",0,78.46,3.256,225.4831143,5.401
8,20-07-2012,"$888,834.07 ",0,79.94,3.311,225.4930078,5.401
8,27-07-2012,"$838,227.52 ",0,81.71,3.407,225.5029014,5.401
8,3/8/2012,"$897,076.73 ",0,85.06,3.417,225.5127949,5.401
8,10/8/2012,"$930,745.69 ",0,83.74,3.494,225.5226885,5.401
8,17-08-2012,"$896,613.19 ",0,81.21,3.571,225.6050797,5.401
8,24-08-2012,"$936,373.65 ",0,73.77,3.62,225.7418442,5.401
8,31-08-2012,"$976,137.73 ",0,75.33,3.638,225.8786088,5.401
8,7/9/2012,"$932,160.37 ",1,80.87,3.73,226.0153733,5.401
8,14-09-2012,"$883,569.38 ",0,67.21,3.717,226.1615981,5.401
8,21-09-2012,"$857,796.45 ",0,66.96,3.721,226.3645848,5.401
8,28-09-2012,"$884,724.41 ",0,71.1,3.666,226.5675714,5.401
8,5/10/2012,"$976,436.02 ",0,61.41,3.617,226.7705581,5.124
8,12/10/2012,"$927,511.99 ",0,55.03,3.601,226.9735448,5.124
8,19-10-2012,"$900,309.75 ",0,62.99,3.594,227.0184166,5.124
8,26-10-2012,"$891,671.44 ",0,64.74,3.506,227.0369359,5.124
9,5/2/2010,"$549,505.55 ",0,38.01,2.572,214.6554591,6.415
9,12/2/2010,"$552,677.48 ",1,37.08,2.548,214.8056534,6.415
9,19-02-2010,"$511,327.90 ",0,43.06,2.514,214.8506185,6.415
9,26-02-2010,"$473,773.27 ",0,43.83,2.561,214.8780453,6.415
9,5/3/2010,"$507,297.88 ",0,48.43,2.625,214.9054721,6.415
9,12/3/2010,"$494,145.80 ",0,55.76,2.667,214.932899,6.415
9,19-03-2010,"$485,744.61 ",0,53.15,2.72,214.7597274,6.415
9,26-03-2010,"$484,946.56 ",0,51.8,2.732,214.5531227,6.415
9,2/4/2010,"$545,206.32 ",0,65.21,2.719,214.3465181,6.384
9,9/4/2010,"$529,384.31 ",0,64.95,2.77,214.1399135,6.384
9,16-04-2010,"$485,764.32 ",0,66.09,2.808,214.0001817,6.384
9,23-04-2010,"$488,683.57 ",0,61.26,2.795,213.9496138,6.384
9,30-04-2010,"$491,723.42 ",0,66.07,2.78,213.8990459,6.384
9,7/5/2010,"$526,128.61 ",0,68.58,2.835,213.848478,6.384
9,14-05-2010,"$492,792.80 ",0,70.53,2.854,213.8469819,6.384
9,21-05-2010,"$506,274.94 ",0,71.5,2.826,214.1399162,6.384
9,28-05-2010,"$558,143.53 ",0,77.12,2.759,214.4328505,6.384
9,4/6/2010,"$586,061.46 ",0,79.65,2.705,214.7257848,6.384
9,11/6/2010,"$522,715.68 ",0,83.75,2.668,215.0187191,6.384
9,18-06-2010,"$513,073.87 ",0,82.99,2.637,215.0166484,6.384
9,25-06-2010,"$509,263.28 ",0,85.02,2.653,214.8965756,6.384
9,2/7/2010,"$528,832.54 ",0,78.55,2.669,214.7765028,6.442
9,9/7/2010,"$485,389.15 ",0,78.51,2.642,214.6564301,6.442
9,16-07-2010,"$474,030.51 ",0,82.93,2.623,214.6474453,6.442
9,23-07-2010,"$462,676.50 ",0,84.49,2.608,214.7865779,6.442
9,30-07-2010,"$468,675.19 ",0,79.83,2.64,214.9257105,6.442
9,6/8/2010,"$522,815.45 ",0,87.09,2.627,215.064843,6.442
9,13-08-2010,"$481,897.98 ",0,86.85,2.692,215.2039756,6.442
9,20-08-2010,"$499,325.38 ",0,86.3,2.664,215.1619646,6.442
9,27-08-2010,"$506,789.66 ",0,84.01,2.619,215.1199536,6.442
9,3/9/2010,"$511,049.06 ",0,82.47,2.577,215.0779426,6.442
9,10/9/2010,"$484,835.20 ",1,77.7,2.565,215.0359315,6.442
9,17-09-2010,"$463,448.59 ",0,81.19,2.582,215.0615285,6.442
9,24-09-2010,"$452,905.22 ",0,77.15,2.624,215.1378313,6.442
9,1/10/2010,"$495,692.19 ",0,69.08,2.603,215.2141341,6.56
9,8/10/2010,"$505,069.21 ",0,65.35,2.633,215.290437,6.56
9,15-10-2010,"$454,769.68 ",0,67.36,2.72,215.3589917,6.56
9,22-10-2010,"$466,322.76 ",0,69.99,2.725,215.4081762,6.56
9,29-10-2010,"$508,801.61 ",0,64.43,2.716,215.4573607,6.56
9,5/11/2010,"$517,869.97 ",0,58.69,2.689,215.5065452,6.56
9,12/11/2010,"$520,846.68 ",0,61.59,2.728,215.5557297,6.56
9,19-11-2010,"$519,823.30 ",0,49.96,2.771,215.4372854,6.56
9,26-11-2010,"$768,070.53 ",1,60.18,2.735,215.2909028,6.56
9,3/12/2010,"$578,164.82 ",0,49.89,2.708,215.1445203,6.56
9,10/12/2010,"$618,121.82 ",0,46.1,2.843,214.9981378,6.56
9,17-12-2010,"$685,243.20 ",0,49.7,2.869,214.9334937,6.56
9,24-12-2010,"$873,347.55 ",0,50.93,2.886,214.9301534,6.56
9,31-12-2010,"$459,770.85 ",1,45.92,2.943,214.9268131,6.56
9,7/1/2011,"$490,981.78 ",0,41.82,2.976,214.9234729,6.416
9,14-01-2011,"$458,086.69 ",0,36.43,2.983,214.9749587,6.416
9,21-01-2011,"$454,021.69 ",0,44.72,3.016,215.3554013,6.416
9,28-01-2011,"$463,561.48 ",0,43.9,3.01,215.7358438,6.416
9,4/2/2011,"$544,612.28 ",0,31.82,2.989,216.1162864,6.416
9,11/2/2011,"$555,279.02 ",1,34.13,3.022,216.496729,6.416
9,18-02-2011,"$610,985.56 ",0,58.5,3.045,216.8154856,6.416
9,25-02-2011,"$513,107.20 ",0,59.01,3.065,217.1095679,6.416
9,4/3/2011,"$542,016.18 ",0,60.67,3.288,217.4036503,6.416
9,11/3/2011,"$517,783.50 ",0,54.75,3.459,217.6977326,6.416
9,18-03-2011,"$515,226.11 ",0,63.82,3.488,217.9563371,6.416
9,25-03-2011,"$497,488.40 ",0,68.79,3.473,218.2007506,6.416
9,1/4/2011,"$520,962.14 ",0,56.12,3.524,218.445164,6.38
9,8/4/2011,"$561,625.92 ",0,71.4,3.622,218.6895775,6.38
9,15-04-2011,"$528,420.28 ",0,71.9,3.743,218.9134935,6.38
9,22-04-2011,"$549,502.11 ",0,72.35,3.807,219.0861659,6.38
9,29-04-2011,"$532,226.20 ",0,70.85,3.81,219.2588382,6.38
9,6/5/2011,"$545,251.10 ",0,62.2,3.906,219.4315106,6.38
9,13-05-2011,"$539,126.00 ",0,77.66,3.899,219.6041829,6.38
9,20-05-2011,"$518,266.90 ",0,70.49,3.907,219.3622809,6.38
9,27-05-2011,"$553,834.04 ",0,80.42,3.786,219.1203788,6.38
9,3/6/2011,"$587,004.29 ",0,85.8,3.699,218.8784768,6.38
9,10/6/2011,"$550,076.32 ",0,85.81,3.648,218.6365747,6.38
9,17-06-2011,"$558,671.14 ",0,89.15,3.637,218.5877333,6.38
9,24-06-2011,"$538,745.93 ",0,86.74,3.594,218.6836874,6.38
9,1/7/2011,"$537,064.03 ",0,89.14,3.524,218.7796415,6.404
9,8/7/2011,"$535,983.13 ",0,89.04,3.48,218.8755955,6.404
9,15-07-2011,"$512,834.04 ",0,90.45,3.575,218.9607242,6.404
9,22-07-2011,"$491,449.94 ",0,89.08,3.651,219.0187895,6.404
9,29-07-2011,"$471,449.98 ",0,91.1,3.682,219.0768548,6.404
9,5/8/2011,"$554,879.67 ",0,91.52,3.684,219.1349201,6.404
9,12/8/2011,"$520,284.79 ",0,91.63,3.638,219.1929854,6.404
9,19-08-2011,"$540,819.44 ",0,85.8,3.554,219.2556109,6.404
9,26-08-2011,"$542,663.53 ",0,88.95,3.523,219.3189965,6.404
9,2/9/2011,"$544,643.33 ",0,89.33,3.533,219.382382,6.404
9,9/9/2011,"$528,784.86 ",1,75.65,3.546,219.4457675,6.404
9,16-09-2011,"$500,274.03 ",0,77.95,3.526,219.6297841,6.404
9,23-09-2011,"$506,743.78 ",0,74.42,3.467,219.9746423,6.404
9,30-09-2011,"$508,567.04 ",0,78.45,3.355,220.3195004,6.404
9,7/10/2011,"$553,836.98 ",0,72.62,3.285,220.6643585,6.054
9,14-10-2011,"$529,515.66 ",0,67.27,3.274,220.9836849,6.054
9,21-10-2011,"$557,075.21 ",0,65.46,3.353,221.1498206,6.054
9,28-10-2011,"$548,527.49 ",0,63.96,3.372,221.3159563,6.054
9,4/11/2011,"$597,855.07 ",0,54.46,3.332,221.4820921,6.054
9,11/11/2011,"$594,574.12 ",0,58.28,3.297,221.6482278,6.054
9,18-11-2011,"$542,414.27 ",0,58.8,3.308,221.8803923,6.054
9,25-11-2011,"$814,753.50 ",1,54.32,3.236,222.1389683,6.054
9,2/12/2011,"$613,115.21 ",0,46.84,3.172,222.3975443,6.054
9,9/12/2011,"$630,327.28 ",0,37.65,3.158,222.6561203,6.054
9,16-12-2011,"$705,557.97 ",0,47.31,3.159,222.8825484,6.054
9,23-12-2011,"$905,324.68 ",0,44.43,3.112,223.0661125,6.054
9,30-12-2011,"$549,788.36 ",1,43.41,3.129,223.2496766,6.054
9,6/1/2012,"$519,585.67 ",0,47.54,3.157,223.4332408,5.667
9,13-01-2012,"$474,964.60 ",0,42.44,3.261,223.6168049,5.667
9,20-01-2012,"$480,130.04 ",0,51.56,3.268,223.7114288,5.667
9,27-01-2012,"$482,451.21 ",0,49.38,3.29,223.8060527,5.667
9,3/2/2012,"$549,967.89 ",0,54.43,3.36,223.9006766,5.667
9,10/2/2012,"$609,736.12 ",1,44.03,3.409,223.9953006,5.667
9,17-02-2012,"$658,965.05 ",0,43.81,3.51,224.1588663,5.667
9,24-02-2012,"$563,578.79 ",0,53.67,3.555,224.3741384,5.667
9,2/3/2012,"$619,498.28 ",0,57.2,3.63,224.5894104,5.667
9,9/3/2012,"$574,955.95 ",0,54.03,3.669,224.8046825,5.667
9,16-03-2012,"$550,373.57 ",0,59.94,3.734,224.9594902,5.667
9,23-03-2012,"$550,791.32 ",0,58.79,3.787,225.0336786,5.667
9,30-03-2012,"$574,985.37 ",0,67.87,3.845,225.107867,5.667
9,6/4/2012,"$677,885.99 ",0,68.83,3.891,225.1820555,5.539
9,13-04-2012,"$578,539.86 ",0,69.19,3.891,225.2562439,5.539
9,20-04-2012,"$542,819.03 ",0,68.04,3.877,225.3117488,5.539
9,27-04-2012,"$550,414.99 ",0,73.07,3.814,225.3672537,5.539
9,4/5/2012,"$586,289.08 ",0,78.98,3.749,225.4227585,5.539
9,11/5/2012,"$592,572.30 ",0,70.94,3.688,225.4782634,5.539
9,18-05-2012,"$571,463.93 ",0,69.52,3.63,225.4942498,5.539
9,25-05-2012,"$547,226.00 ",0,79.69,3.561,225.4944288,5.539
9,1/6/2012,"$583,648.59 ",0,80.26,3.501,225.4946078,5.539
9,8/6/2012,"$582,525.42 ",0,78.91,3.452,225.4947868,5.539
9,15-06-2012,"$564,606.10 ",0,82.21,3.393,225.5070634,5.539
9,22-06-2012,"$562,173.12 ",0,81.05,3.346,225.5495841,5.539
9,29-06-2012,"$544,770.70 ",0,87.18,3.286,225.5921049,5.539
9,6/7/2012,"$578,790.36 ",0,84.15,3.227,225.6346256,5.277
9,13-07-2012,"$536,537.64 ",0,82.39,3.256,225.6771463,5.277
9,20-07-2012,"$513,991.57 ",0,83.39,3.311,225.6871121,5.277
9,27-07-2012,"$495,951.00 ",0,86.41,3.407,225.6970779,5.277
9,3/8/2012,"$533,887.54 ",0,90.23,3.417,225.7070437,5.277
9,10/8/2012,"$538,713.47 ",0,88.66,3.494,225.7170094,5.277
9,17-08-2012,"$535,153.47 ",0,86.37,3.571,225.7995323,5.277
9,24-08-2012,"$572,887.78 ",0,77.9,3.62,225.9364729,5.277
9,31-08-2012,"$576,879.15 ",0,80.71,3.638,226.0734135,5.277
9,7/9/2012,"$565,812.29 ",1,87.93,3.73,226.2103541,5.277
9,14-09-2012,"$523,427.35 ",0,73.55,3.717,226.3567545,5.277
9,21-09-2012,"$533,756.88 ",0,69.92,3.721,226.5599138,5.277
9,28-09-2012,"$516,361.06 ",0,76.8,3.666,226.7630732,5.277
9,5/10/2012,"$606,755.30 ",0,66.61,3.617,226.9662325,4.954
9,12/10/2012,"$558,464.80 ",0,60.09,3.601,227.1693919,4.954
9,19-10-2012,"$542,009.46 ",0,68.01,3.594,227.214288,4.954
9,26-10-2012,"$549,731.49 ",0,69.52,3.506,227.2328068,4.954
10,5/2/2010,"$2,193,048.75 ",0,54.34,2.962,126.4420645,9.765
10,12/2/2010,"$2,176,028.52 ",1,49.96,2.828,126.4962581,9.765
10,19-02-2010,"$2,113,432.58 ",0,58.22,2.915,126.5262857,9.765
10,26-02-2010,"$2,006,774.96 ",0,52.77,2.825,126.5522857,9.765
10,5/3/2010,"$1,987,090.09 ",0,55.92,2.877,126.5782857,9.765
10,12/3/2010,"$1,941,346.13 ",0,52.33,3.034,126.6042857,9.765
10,19-03-2010,"$1,946,875.06 ",0,61.46,3.054,126.6066452,9.765
10,26-03-2010,"$1,893,532.46 ",0,60.05,2.98,126.6050645,9.765
10,2/4/2010,"$2,138,651.97 ",0,63.66,3.086,126.6034839,9.524
10,9/4/2010,"$2,041,069.37 ",0,65.29,3.004,126.6019032,9.524
10,16-04-2010,"$1,826,241.44 ",0,69.74,3.109,126.5621,9.524
10,23-04-2010,"$1,829,521.83 ",0,66.42,3.05,126.4713333,9.524
10,30-04-2010,"$1,790,694.59 ",0,69.76,3.105,126.3805667,9.524
10,7/5/2010,"$1,921,432.16 ",0,71.06,3.127,126.2898,9.524
10,14-05-2010,"$1,808,056.41 ",0,73.88,3.145,126.2085484,9.524
10,21-05-2010,"$1,847,613.58 ",0,78.32,3.12,126.1843871,9.524
10,28-05-2010,"$1,904,618.17 ",0,76.67,3.058,126.1602258,9.524
10,4/6/2010,"$1,931,406.28 ",0,82.82,2.941,126.1360645,9.524
10,11/6/2010,"$1,827,521.71 ",0,89.67,3.057,126.1119032,9.524
10,18-06-2010,"$1,837,636.24 ",0,83.49,2.935,126.114,9.524
10,25-06-2010,"$1,768,172.31 ",0,90.32,3.084,126.1266,9.524
10,2/7/2010,"$1,845,893.87 ",0,92.89,2.978,126.1392,9.199
10,9/7/2010,"$1,769,793.37 ",0,91.03,3.1,126.1518,9.199
10,16-07-2010,"$1,828,052.47 ",0,91.8,2.971,126.1498065,9.199
10,23-07-2010,"$1,831,676.03 ",0,88.44,3.112,126.1283548,9.199
10,30-07-2010,"$1,832,664.03 ",0,85.03,3.017,126.1069032,9.199
10,6/8/2010,"$1,949,236.09 ",0,86.13,3.123,126.0854516,9.199
10,13-08-2010,"$1,962,996.70 ",0,88.37,3.049,126.064,9.199
10,20-08-2010,"$1,983,190.56 ",0,89.88,3.041,126.0766452,9.199
10,27-08-2010,"$1,727,565.42 ",0,84.99,3.022,126.0892903,9.199
10,3/9/2010,"$1,766,331.45 ",0,83.8,3.087,126.1019355,9.199
10,10/9/2010,"$1,720,530.23 ",1,84.04,2.961,126.1145806,9.199
10,17-09-2010,"$1,716,755.78 ",0,85.52,3.028,126.1454667,9.199
10,24-09-2010,"$1,655,036.75 ",0,85.75,2.939,126.1900333,9.199
10,1/10/2010,"$1,645,892.97 ",0,86.01,3.001,126.2346,9.003
10,8/10/2010,"$1,772,192.42 ",0,77.04,2.924,126.2791667,9.003
10,15-10-2010,"$1,703,850.25 ",0,75.48,3.08,126.3266774,9.003
10,22-10-2010,"$1,740,234.06 ",0,68.12,3.014,126.3815484,9.003
10,29-10-2010,"$1,741,308.56 ",0,68.76,3.13,126.4364194,9.003
10,5/11/2010,"$1,832,211.96 ",0,71.04,3.009,126.4912903,9.003
10,12/11/2010,"$1,895,901.59 ",0,61.24,3.13,126.5461613,9.003
10,19-11-2010,"$1,949,177.13 ",0,58.83,3.047,126.6072,9.003
10,26-11-2010,"$2,939,946.38 ",1,55.33,3.162,126.6692667,9.003
10,3/12/2010,"$2,251,206.64 ",0,51.17,3.041,126.7313333,9.003
10,10/12/2010,"$2,411,790.21 ",0,60.51,3.091,126.7934,9.003
10,17-12-2010,"$2,811,646.85 ",0,59.15,3.125,126.8794839,9.003
10,24-12-2010,"$3,749,057.69 ",0,57.06,3.236,126.9835806,9.003
10,31-12-2010,"$1,707,298.14 ",1,49.67,3.148,127.0876774,9.003
10,7/1/2011,"$1,714,309.90 ",0,43.43,3.287,127.1917742,8.744
10,14-01-2011,"$1,710,803.59 ",0,49.98,3.312,127.3009355,8.744
10,21-01-2011,"$1,677,556.18 ",0,56.75,3.336,127.4404839,8.744
10,28-01-2011,"$1,715,769.05 ",0,53.03,3.231,127.5800323,8.744
10,4/2/2011,"$1,968,045.91 ",0,44.88,3.348,127.7195806,8.744
10,11/2/2011,"$2,115,408.31 ",1,51.51,3.381,127.859129,8.744
10,18-02-2011,"$2,106,934.55 ",0,61.77,3.43,127.99525,8.744
10,25-02-2011,"$1,967,996.71 ",0,53.59,3.398,128.13,8.744
10,4/3/2011,"$1,958,003.19 ",0,56.96,3.674,128.26475,8.744
