Name,Price,Rating
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"$119,900.00 ",4.4
HP Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5001TU Thin and Light Laptop,"$56,490.00 ",4.4
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.4
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"$76,990.00 ",4.4
acer Aspire 5 Ryzen 5 Hexa Core AMD Ryzen 5-5500U hexa-core - (8 GB/512 GB SSD/Windows 10 Home) A515-4...,"$48,412.00 ",4.4
SAMSUNG Galaxy Book2 Core i5 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) NP750XED-KB1IN Thin and Ligh...,"$53,990.00 ",4.4
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.4
ASUS Zenbook 13 Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX325EA-KG502WS Thin an...,"$60,990.00 ",4.4
acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$51,990.00 ",4.4
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,"$56,990.00 ",4.4
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4.4
HP Pavilion x360 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0212TU 2 in 1 Laptop,"$48,990.00 ",4.4
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7420 Thin and Light Laptop,"$73,990.00 ",4.4
DELL Vostro Ryzen 5 Quad Core R5-3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light ...,"$39,290.00 ",4.4
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.4
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light L...,"$60,550.00 ",4.4
DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) vostro 3510 icl Thin and Light Laptop,"$40,290.00 ",4.4
HP OMEN Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,"$98,990.00 ",4.4
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"$37,990.00 ",4.4
ASUS ROG Strix G15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB G...,"$146,990.00 ",4
DELL Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Laptop,"$59,990.00 ",4
DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,"$36,290.00 ",4
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4
Lenovo IdeaPad Gaming 3i Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"$87,990.00 ",4
Lenovo Thinkpad Ryzen 5 Hexa Core 5600U - (8 GB/512 GB SSD/DOS) E14 AMD Gen3 Thin and Light Laptop,"$56,990.00 ",4
Lenovo IdeaPad 5 Pro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Ideapad 5 Pro14ITL6 U Thin ...,"$58,990.00 ",4
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Notebook,"$53,090.00 ",4
ASUS VivoBook 16X Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB711WS Thin an...,"$69,990.00 ",4
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,"$60,900.00 ",4
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4
MSI GF65 Thin Hexa Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce R...,"$73,990.00 ",4
"DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510, X9K0T Thin and ...","$40,790.00 ",4
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphi...,"$106,990.00 ",4
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4
DELL Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3515 Thin and Light Laptop,"$32,890.00 ",4
DELL Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"$39,990.00 ",4
acer Swift 3 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF314-512 Thin and Light Laptop,"$55,990.00 ",4
Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"$53,990.00 ",4
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4
APPLE 2020 Macbook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYD92HN/A,"$142,900.00 ",4
Lenovo Ideapad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,"$72,990.00 ",4
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"$37,990.00 ",4
ASUS Zenbook S 13 Ryzen 5 Hexa Core 6600U - (16 GB/512 GB SSD/Windows 11 Home) UM5302TA-LX501WS Thin a...,"$99,990.00 ",4.7
ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and Light La...,"$50,990.00 ",4.7
HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,"$62,990.00 ",4.7
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.7
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2671TU Thin and Light Laptop,"$41,990.00 ",4.7
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Lapt...,"$45,990.00 ",4.7
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,"$68,790.00 ",4.7
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.7
ASUS Vivobook 16X Ryzen 5 Hexa Core R5-5600H - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB511WS Lapt...,"$59,390.00 ",4.7
HP Pavilion x360 Convertible Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and...,"$52,100.00 ",4.7
MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/8 GB Gra...,"$89,990.00 ",4.7
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.7
ASUS ROG Strix Scar 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"$228,990.00 ",4.7
Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga Slim 7 14ITL05b ...,"$101,990.00 ",4.7
DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3420 Notebook,"$38,490.00 ",4.7
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4.7
ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop,"$17,990.00 ",4.7
DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3400 Thin and Light Laptop,"$39,745.00 ",4.7
acer Aspire 3 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop,"$33,490.00 ",4.7
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.7
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,"$196,990.00 ",4.7
acer Travelmate Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) TravelMate P214-53 Noteb...,"$43,990.00 ",4.7
HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop,"$38,490.00 ",4.7
Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"$53,990.00 ",4.7
MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,"$84,990.00 ",4.5
acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314-22 Laptop,"$24,990.00 ",4.5
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,"$67,614.00 ",4.5
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.5
DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop,"$38,490.00 ",4.5
ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X515EA-EJ502TS T...,"$47,990.00 ",4.5
HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop,"$38,499.00 ",4.5
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.5
acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,"$28,990.00 ",4.5
Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,"$55,990.00 ",4.5
ASUS Vivobook Gaming Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,"$52,990.00 ",4.5
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.5
HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15-eh1101AU Thin and Light Lap...,"$54,999.00 ",4.5
DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3420 Notebook,"$38,490.00 ",4.5
ASUS Zenbook 13 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX325EA-KG701WS Thin and...,"$84,990.00 ",4.5
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4.5
DELL Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Laptop,"$41,990.00 ",4.5
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGT3HN/A,"$219,990.00 ",4.5
Lenovo Ryzen 3 Dual Core 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 1 15ADA7 Laptop,"$31,990.00 ",4.5
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.5
Infinix X1 Slim Series Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"$36,990.00 ",4.5
Lenovo IdeaPad Flex 5 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL05 2 in 1 Laptop,"$57,990.00 ",4.5
DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop,"$40,090.00 ",4.5
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"$37,990.00 ",4.5
ASUS VivoBook Pro 14 OLED Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"$77,990.00 ",4.6
ASUS Zenbook 13 Intel EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX325EA-KG722WS Thin a...,"$78,990.00 ",4.6
realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lap...,"$58,990.00 ",4.6
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.6
DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"$44,500.00 ",4.6
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,"$211,990.00 ",4.6
ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,"$93,990.00 ",4.6
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.6
ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/1 TB SSD/Windows 10 Home...,"$154,990.00 ",4.6
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14ALC05 2 in 1 Lapto...,"$61,990.00 ",4.6
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK1F3HN/A,"$245,990.00 ",4.6
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.6
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphi...,"$106,990.00 ",4.6
acer Nitro 5 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics...,"$99,960.00 ",4.6
DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10) Vostro 3401 Thin and Light Laptop,"$38,990.00 ",4.6
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4.6
Lenovo IdeaPad 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,"$52,490.00 ",4.6
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Lig...,"$41,500.00 ",4.6
ASUS VivoBook Ultra S14 Core i7 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) S433EA-AM7...,"$76,990.00 ",4.6
acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,"$28,990.00 ",4.6
Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 13ALC6 Thin and Light Lapto...,"$69,990.00 ",4.6
Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800LAIN Laptop,"$34,990.00 ",4.6
realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lap...,"$58,990.00 ",4.6
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.6
MSI Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-659IN Thin and Light Laptop,"$53,990.00 ",4.3
ASUS Core i5 10th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515JA-EJ562TS Thin and Light...,"$44,990.00 ",4.3
Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"$28,990.00 ",4.3
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.3
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) ...,"$66,990.00 ",4.3
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5...,"$73,790.00 ",4.3
ASUS VivoBook 15 (2021) Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515EA-BR391W Thin and Ligh...,"$27,990.00 ",4.3
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.3
DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) D560815WIN9B Laptop,"$41,490.00 ",4.3
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"$36,990.00 ",4.3
ASUS VivoBook 14 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB572WS T...,"$45,990.00 ",4.3
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.3
DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3505 Notebook,"$43,890.00 ",4.3
HP 14s Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- ER0503TU Thin and Light Laptop,"$49,990.00 ",4.3
ASUS TUF Gaming A17 with 90Whr Battery Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 11 Ho...,"$67,990.00 ",4.3
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4.3
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"$60,490.00 ",4.3
acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,"$88,990.00 ",4.3
acer Aspire 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) A315-58 Notebook,"$36,990.00 ",4.3
acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,"$28,990.00 ",4.3
ASUS Vivobook Ultra K15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L313WS Laptop,"$45,990.00 ",4.3
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) K513EA-L302TS Thin ...,"$40,990.00 ",4.3
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15-eg0547TU Thin and Light Laptop,"$63,990.00 ",4.3
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.3
Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,"$28,990.00 ",4.3
HP G8 Ryzen 5 Hexa Core 5500U 5th Gen - (8 GB/512 GB SSD/Windows 11 Home) 62Y30PA Laptop,"$45,500.00 ",4.3
acer Extensa 15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) EX215-54/ EX215-54-39DE Thin and ...,"$31,800.00 ",4.3
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.3
DELL Inspiron Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Laptop,"$36,859.00 ",4.3
ASUS Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) M3400QA-KM502WS Laptop,"$52,990.00 ",4.3
Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) 15IAU7...,"$81,490.00 ",4.3
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.3
ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVI...,"$119,990.00 ",4.3
DELL Inspiron Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop,"$53,140.00 ",4.3
ASUS Ryzen 5 Dual Core 5th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$51,990.00 ",4.3
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"$49,990.00 ",4.3
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,"$34,990.00 ",4.3
ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L303WS Laptop,"$42,190.00 ",4.3
Lenovo ThinkPad E15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) E15 Laptop,"$42,000.00 ",4.3
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$66,990.00 ",4.3
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Inspiron 3511 Thin and Lig...,"$47,490.00 ",4.3
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"$64,990.00 ",4.3
ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"$62,990.00 ",4.3
acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,"$28,990.00 ",4.3
Lenovo IdeaPad 1 Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 10 Home) 11IGL05 Thin and Light ...,"$26,790.00 ",4.3
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,"$148,990.00 ",4.3
ASUS TUF Gaming A17 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,"$79,990.00 ",4.3
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"$57,990.00 ",4.3
MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,"$129,990.00 ",4.5
HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s- eq1561AU Thin and Light Laptop,"$32,990.00 ",4.5
ASUS EeeBook 14 with NumberPad Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) E410KA-BV103WS Thin ...,"$28,990.00 ",4.5
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"$57,490.00 ",4.5
HP Pavilion Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Light Laptop,"$68,490.00 ",4.5
DELL Vostro Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3400 Thin and Light Laptop,"$45,490.00 ",4.5
DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz)...,"$75,990.00 ",4.5
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,"$53,990.00 ",4.5
DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light L...,"$39,690.00 ",4.5
acer Aspire Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop,"$37,990.00 ",4.5
